Date,Mean_Gauge,Discharge (cumecs),filename
2011-08-29,4.8,3805.044,Inundation Boundary (29AUG2011 00 00 00 Value_0).tif
2011-07-29,4.815,1183.676,Inundation Boundary (29JUL2011 00 00 00 Value_0).tif
2001-07-13,4.855,1309.0,Inundation Boundary (13JUL2001 00 00 00 Value_0).tif
2005-09-24,4.905,1395.783,Inundation Boundary (24SEP2005 00 00 00 Value_0).tif
2011-08-07,4.915,2144.581,Inundation Boundary (07AUG2011 00 00 00 Value_0).tif
2005-07-21,4.92,1324.021,Inundation Boundary (21JUL2005 00 00 00 Value_0).tif
2005-07-28,4.95,3508.586,Inundation Boundary (28JUL2005 00 00 00 Value_0).tif
2012-08-30,4.95,2360.0,Inundation Boundary (30AUG2012 00 00 00 Value_0).tif
2002-09-15,4.96,1460.0,Inundation Boundary (15SEP2002 00 00 00 Value_0).tif
2011-06-25,4.975,1095.829,Inundation Boundary (25JUN2011 00 00 00 Value_0).tif
2010-09-21,4.995,2715.209,Inundation Boundary (21SEP2010 00 00 00 Value_0).tif
2012-08-02,5.0,1490.0,Inundation Boundary (02AUG2012 00 00 00 Value_0).tif
2010-09-19,5.0,1607.839,Inundation Boundary (19SEP2010 00 00 00 Value_0).tif
2012-09-16,5.0,1363.849,Inundation Boundary (16SEP2012 00 00 00 Value_0).tif
2001-08-31,5.0,1091.0,Inundation Boundary (31AUG2001 00 00 00 Value_0).tif
2005-08-01,5.01,5220.623,Inundation Boundary (01AUG2005 00 00 00 Value_0).tif
2011-09-24,5.035,1521.421,Inundation Boundary (24SEP2011 00 00 00 Value_0).tif
2010-09-12,5.05,1315.463,Inundation Boundary (12SEP2010 00 00 00 Value_0).tif
2006-08-30,5.07,1249.0,Inundation Boundary (30AUG2006 00 00 00 Value_0).tif
2005-08-28,5.07,1526.381,Inundation Boundary (28AUG2005 00 00 00 Value_0).tif
2004-08-21,5.075,2189.0,Inundation Boundary (21AUG2004 00 00 00 Value_0).tif
2011-08-22,5.08,3142.935,Inundation Boundary (22AUG2011 00 00 00 Value_0).tif
2010-09-25,5.08,1313.51,Inundation Boundary (25SEP2010 00 00 00 Value_0).tif
2012-09-02,5.08,1890.336,Inundation Boundary (02SEP2012 00 00 00 Value_0).tif
2001-08-01,5.085,940.1,Inundation Boundary (01AUG2001 00 00 00 Value_0).tif
2005-07-17,5.095,2584.942,Inundation Boundary (17JUL2005 00 00 00 Value_0).tif
2011-07-20,5.11,1377.038,Inundation Boundary (20JUL2011 00 00 00 Value_0).tif
2012-09-03,5.13,1714.0,Inundation Boundary (03SEP2012 00 00 00 Value_0).tif
2008-08-15,5.15,1502.701,Inundation Boundary (15AUG2008 00 00 00 Value_0).tif
2010-09-08,5.15,1971.043,Inundation Boundary (08SEP2010 00 00 00 Value_0).tif
2012-08-11,5.15,4430.0,Inundation Boundary (11AUG2012 00 00 00 Value_0).tif
2001-08-22,5.155,1541.0,Inundation Boundary (22AUG2001 00 00 00 Value_0).tif
2011-07-19,5.17,1791.766,Inundation Boundary (19JUL2011 00 00 00 Value_0).tif
2001-08-27,5.17,1860.0,Inundation Boundary (27AUG2001 00 00 00 Value_0).tif
2003-08-21,5.175,1493.0,Inundation Boundary (21AUG2003 00 00 00 Value_0).tif
2006-09-10,5.175,2152.0,Inundation Boundary (10SEP2006 00 00 00 Value_0).tif
2011-09-02,5.2,2629.073,Inundation Boundary (02SEP2011 00 00 00 Value_0).tif
2005-07-16,5.205,2022.157,Inundation Boundary (16JUL2005 00 00 00 Value_0).tif
2011-08-25,5.21,1387.283,Inundation Boundary (25AUG2011 00 00 00 Value_0).tif
2001-07-11,5.22,3141.0,Inundation Boundary (11JUL2001 00 00 00 Value_0).tif
2001-08-26,5.22,2040.0,Inundation Boundary (26AUG2001 00 00 00 Value_0).tif
2003-08-16,5.23,3152.0,Inundation Boundary (16AUG2003 00 00 00 Value_0).tif
2001-08-28,5.23,2360.0,Inundation Boundary (28AUG2001 00 00 00 Value_0).tif
2003-08-25,5.25,1911.0,Inundation Boundary (25AUG2003 00 00 00 Value_0).tif
2002-09-13,5.27,2371.0,Inundation Boundary (13SEP2002 00 00 00 Value_0).tif
2006-08-18,5.275,4015.0,Inundation Boundary (18AUG2006 00 00 00 Value_0).tif
2002-09-04,5.295,2829.0,Inundation Boundary (04SEP2002 00 00 00 Value_0).tif
2012-09-11,5.3,3545.0,Inundation Boundary (11SEP2012 00 00 00 Value_0).tif
2006-09-11,5.31,1533.0,Inundation Boundary (11SEP2006 00 00 00 Value_0).tif
2012-09-09,5.35,2313.676,Inundation Boundary (09SEP2012 00 00 00 Value_0).tif
2012-09-15,5.35,1777.0,Inundation Boundary (15SEP2012 00 00 00 Value_0).tif
2002-09-06,5.37,5427.0,Inundation Boundary (06SEP2002 00 00 00 Value_0).tif
2011-08-08,5.38,2247.479,Inundation Boundary (08AUG2011 00 00 00 Value_0).tif
2004-08-22,5.38,4500.0,Inundation Boundary (22AUG2004 00 00 00 Value_0).tif
2010-09-09,5.395,2460.898,Inundation Boundary (09SEP2010 00 00 00 Value_0).tif
2003-09-15,5.4,4315.0,Inundation Boundary (15SEP2003 00 00 00 Value_0).tif
2005-08-22,5.43,6433.227,Inundation Boundary (22AUG2005 00 00 00 Value_0).tif
2005-09-23,5.45,1785.24,Inundation Boundary (23SEP2005 00 00 00 Value_0).tif
2012-08-27,5.46,1769.0,Inundation Boundary (27AUG2012 00 00 00 Value_0).tif
2003-09-01,5.46,4682.0,Inundation Boundary (01SEP2003 00 00 00 Value_0).tif
2006-08-28,5.47,2632.0,Inundation Boundary (28AUG2006 00 00 00 Value_0).tif
2012-09-01,5.48,1930.8,Inundation Boundary (01SEP2012 00 00 00 Value_0).tif
2011-08-09,5.485,5794.11,Inundation Boundary (09AUG2011 00 00 00 Value_0).tif
2011-09-23,5.495,1837.393,Inundation Boundary (23SEP2011 00 00 00 Value_0).tif
2012-08-17,5.5,2048.0,Inundation Boundary (17AUG2012 00 00 00 Value_0).tif
2011-07-28,5.525,1503.617,Inundation Boundary (28JUL2011 00 00 00 Value_0).tif
2002-08-24,5.53,2005.0,Inundation Boundary (24AUG2002 00 00 00 Value_0).tif
2012-09-10,5.54,2184.0,Inundation Boundary (10SEP2012 00 00 00 Value_0).tif
2001-08-30,5.545,1990.0,Inundation Boundary (30AUG2001 00 00 00 Value_0).tif
2005-07-19,5.555,2067.566,Inundation Boundary (19JUL2005 00 00 00 Value_0).tif
2001-07-26,5.56,3004.0,Inundation Boundary (26JUL2001 00 00 00 Value_0).tif
2005-07-27,5.58,1795.788,Inundation Boundary (27JUL2005 00 00 00 Value_0).tif
2005-08-21,5.595,2283.011,Inundation Boundary (21AUG2005 00 00 00 Value_0).tif
2011-09-06,5.6,3414.288,Inundation Boundary (06SEP2011 00 00 00 Value_0).tif
2008-08-13,5.625,3045.504,Inundation Boundary (13AUG2008 00 00 00 Value_0).tif
2008-08-05,5.63,1834.243,Inundation Boundary (05AUG2008 00 00 00 Value_0).tif
2010-09-23,5.63,2409.903,Inundation Boundary (23SEP2010 00 00 00 Value_0).tif
2001-08-21,5.64,2080.0,Inundation Boundary (21AUG2001 00 00 00 Value_0).tif
2001-07-25,5.645,2237.0,Inundation Boundary (25JUL2001 00 00 00 Value_0).tif
2010-09-10,5.67,2242.463,Inundation Boundary (10SEP2010 00 00 00 Value_0).tif
2006-09-05,5.68,1867.0,Inundation Boundary (05SEP2006 00 00 00 Value_0).tif
2006-08-03,5.685,1452.0,Inundation Boundary (03AUG2006 00 00 00 Value_0).tif
2011-09-16,5.695,2653.494,Inundation Boundary (16SEP2011 00 00 00 Value_0).tif
2005-07-18,5.7,2308.069,Inundation Boundary (18JUL2005 00 00 00 Value_0).tif
2011-08-14,5.72,3196.45,Inundation Boundary (14AUG2011 00 00 00 Value_0).tif
2003-09-22,5.73,3281.0,Inundation Boundary (22SEP2003 00 00 00 Value_0).tif
2012-09-13,5.74,2375.0,Inundation Boundary (13SEP2012 00 00 00 Value_0).tif
2006-08-29,5.74,1611.0,Inundation Boundary (29AUG2006 00 00 00 Value_0).tif
2012-08-19,5.75,1669.055,Inundation Boundary (19AUG2012 00 00 00 Value_0).tif
2002-09-12,5.75,2067.0,Inundation Boundary (12SEP2002 00 00 00 Value_0).tif
2010-09-22,5.76,2623.221,Inundation Boundary (22SEP2010 00 00 00 Value_0).tif
2007-07-11,5.78,1291.977,Inundation Boundary (11JUL2007 00 00 00 Value_0).tif
2002-09-02,5.78,3122.0,Inundation Boundary (02SEP2002 00 00 00 Value_0).tif
2001-07-19,5.805,2571.0,Inundation Boundary (19JUL2001 00 00 00 Value_0).tif
2011-09-01,5.84,1950.796,Inundation Boundary (01SEP2011 00 00 00 Value_0).tif
2001-07-24,5.84,2433.0,Inundation Boundary (24JUL2001 00 00 00 Value_0).tif
2003-09-27,5.86,3620.0,Inundation Boundary (27SEP2003 00 00 00 Value_0).tif
2001-08-25,5.86,2140.0,Inundation Boundary (25AUG2001 00 00 00 Value_0).tif
2011-09-05,5.87,2404.971,Inundation Boundary (05SEP2011 00 00 00 Value_0).tif
2005-07-31,5.895,1847.884,Inundation Boundary (31JUL2005 00 00 00 Value_0).tif
2012-07-30,5.9,1412.722,Inundation Boundary (30JUL2012 00 00 00 Value_0).tif
2012-08-29,5.9,1810.0,Inundation Boundary (29AUG2012 00 00 00 Value_0).tif
2002-08-26,5.91,1671.0,Inundation Boundary (26AUG2002 00 00 00 Value_0).tif
2011-09-20,5.915,2966.342,Inundation Boundary (20SEP2011 00 00 00 Value_0).tif
2006-08-02,5.92,2135.0,Inundation Boundary (02AUG2006 00 00 00 Value_0).tif
2012-08-25,5.92,3750.0,Inundation Boundary (25AUG2012 00 00 00 Value_0).tif
2004-08-28,5.93,2098.0,Inundation Boundary (28AUG2004 00 00 00 Value_0).tif
2001-07-23,5.93,2918.0,Inundation Boundary (23JUL2001 00 00 00 Value_0).tif
2003-08-17,5.95,3750.0,Inundation Boundary (17AUG2003 00 00 00 Value_0).tif
2002-09-03,5.97,2241.0,Inundation Boundary (03SEP2002 00 00 00 Value_0).tif
2008-08-14,5.98,2040.747,Inundation Boundary (14AUG2008 00 00 00 Value_0).tif
2009-09-10,6.0,20983.969,Inundation Boundary (10SEP2009 00 00 00 Value_0).tif
2002-09-11,6.02,2461.0,Inundation Boundary (11SEP2002 00 00 00 Value_0).tif
2002-09-10,6.035,2765.0,Inundation Boundary (10SEP2002 00 00 00 Value_0).tif
2005-09-21,6.055,3614.29,Inundation Boundary (21SEP2005 00 00 00 Value_0).tif
2003-08-20,6.105,1851.0,Inundation Boundary (20AUG2003 00 00 00 Value_0).tif
2006-09-09,6.13,1847.0,Inundation Boundary (09SEP2006 00 00 00 Value_0).tif
2003-07-26,6.145,4246.0,Inundation Boundary (26JUL2003 00 00 00 Value_0).tif
2011-08-13,6.15,2533.556,Inundation Boundary (13AUG2011 00 00 00 Value_0).tif
2002-08-23,6.16,2310.0,Inundation Boundary (23AUG2002 00 00 00 Value_0).tif
2003-09-30,6.165,2870.0,Inundation Boundary (30SEP2003 00 00 00 Value_0).tif
2011-09-21,6.17,3037.339,Inundation Boundary (21SEP2011 00 00 00 Value_0).tif
2001-07-21,6.185,4987.0,Inundation Boundary (21JUL2001 00 00 00 Value_0).tif
2001-07-27,6.19,1948.0,Inundation Boundary (27JUL2001 00 00 00 Value_0).tif
2011-09-22,6.2,2273.978,Inundation Boundary (22SEP2011 00 00 00 Value_0).tif
2011-08-23,6.2,3012.874,Inundation Boundary (23AUG2011 00 00 00 Value_0).tif
2011-08-19,6.2,2359.814,Inundation Boundary (19AUG2011 00 00 00 Value_0).tif
2011-08-24,6.225,1923.529,Inundation Boundary (24AUG2011 00 00 00 Value_0).tif
2005-08-12,6.23,1636.577,Inundation Boundary (12AUG2005 00 00 00 Value_0).tif
2003-09-24,6.23,3676.0,Inundation Boundary (24SEP2003 00 00 00 Value_0).tif
2011-08-15,6.24,3236.904,Inundation Boundary (15AUG2011 00 00 00 Value_0).tif
2003-09-29,6.25,3248.0,Inundation Boundary (29SEP2003 00 00 00 Value_0).tif
2005-07-15,6.25,2085.76,Inundation Boundary (15JUL2005 00 00 00 Value_0).tif
2005-09-22,6.26,1958.906,Inundation Boundary (22SEP2005 00 00 00 Value_0).tif
2011-08-16,6.27,3273.286,Inundation Boundary (16AUG2011 00 00 00 Value_0).tif
2003-07-30,6.275,1639.0,Inundation Boundary (30JUL2003 00 00 00 Value_0).tif
2011-07-27,6.275,2187.326,Inundation Boundary (27JUL2011 00 00 00 Value_0).tif
2009-09-14,6.28,2056.218,Inundation Boundary (14SEP2009 00 00 00 Value_0).tif
2007-08-10,6.3,1401.021,Inundation Boundary (10AUG2007 00 00 00 Value_0).tif
2005-08-27,6.31,1975.037,Inundation Boundary (27AUG2005 00 00 00 Value_0).tif
2001-07-12,6.32,1720.0,Inundation Boundary (12JUL2001 00 00 00 Value_0).tif
2011-08-18,6.32,2998.563,Inundation Boundary (18AUG2011 00 00 00 Value_0).tif
2005-08-06,6.33,2045.916,Inundation Boundary (06AUG2005 00 00 00 Value_0).tif
2003-09-26,6.34,2641.0,Inundation Boundary (26SEP2003 00 00 00 Value_0).tif
2012-08-16,6.35,2301.0,Inundation Boundary (16AUG2012 00 00 00 Value_0).tif
2003-08-19,6.365,2919.0,Inundation Boundary (19AUG2003 00 00 00 Value_0).tif
2011-09-18,6.365,3698.665,Inundation Boundary (18SEP2011 00 00 00 Value_0).tif
2005-09-16,6.375,6814.243,Inundation Boundary (16SEP2005 00 00 00 Value_0).tif
2003-09-23,6.38,3255.0,Inundation Boundary (23SEP2003 00 00 00 Value_0).tif
2011-08-17,6.38,3187.271,Inundation Boundary (17AUG2011 00 00 00 Value_0).tif
2011-09-07,6.395,3720.0,Inundation Boundary (07SEP2011 00 00 00 Value_0).tif
2006-09-01,6.43,14924.0,Inundation Boundary (01SEP2006 00 00 00 Value_0).tif
2004-08-20,6.44,1918.0,Inundation Boundary (20AUG2004 00 00 00 Value_0).tif
2011-08-31,6.46,2681.29,Inundation Boundary (31AUG2011 00 00 00 Value_0).tif
2005-07-29,6.47,3556.966,Inundation Boundary (29JUL2005 00 00 00 Value_0).tif
2003-09-28,6.475,3400.0,Inundation Boundary (28SEP2003 00 00 00 Value_0).tif
2005-07-12,6.475,3723.497,Inundation Boundary (12JUL2005 00 00 00 Value_0).tif
2003-08-18,6.48,3178.0,Inundation Boundary (18AUG2003 00 00 00 Value_0).tif
2012-08-24,6.49,2900.0,Inundation Boundary (24AUG2012 00 00 00 Value_0).tif
2012-09-08,6.5,2239.0,Inundation Boundary (08SEP2012 00 00 00 Value_0).tif
2005-07-30,6.51,2882.535,Inundation Boundary (30JUL2005 00 00 00 Value_0).tif
2001-08-20,6.52,2222.0,Inundation Boundary (20AUG2001 00 00 00 Value_0).tif
2009-07-23,6.55,10705.875,Inundation Boundary (23JUL2009 00 00 00 Value_0).tif
2003-09-21,6.555,2730.0,Inundation Boundary (21SEP2003 00 00 00 Value_0).tif
2003-09-25,6.565,3474.0,Inundation Boundary (25SEP2003 00 00 00 Value_0).tif
2003-09-09,6.57,4480.0,Inundation Boundary (09SEP2003 00 00 00 Value_0).tif
2005-07-13,6.59,5025.99,Inundation Boundary (13JUL2005 00 00 00 Value_0).tif
2005-07-11,6.6,3454.2,Inundation Boundary (11JUL2005 00 00 00 Value_0).tif
2011-09-19,6.6,2798.139,Inundation Boundary (19SEP2011 00 00 00 Value_0).tif
2012-09-12,6.6,2616.0,Inundation Boundary (12SEP2012 00 00 00 Value_0).tif
2001-08-18,6.6,4485.0,Inundation Boundary (18AUG2001 00 00 00 Value_0).tif
2005-08-20,6.64,2308.716,Inundation Boundary (20AUG2005 00 00 00 Value_0).tif
2011-09-08,6.64,3953.515,Inundation Boundary (08SEP2011 00 00 00 Value_0).tif
2011-09-15,6.645,2475.318,Inundation Boundary (15SEP2011 00 00 00 Value_0).tif
2003-07-27,6.66,5150.0,Inundation Boundary (27JUL2003 00 00 00 Value_0).tif
2003-09-16,6.675,11500.0,Inundation Boundary (16SEP2003 00 00 00 Value_0).tif
2007-08-09,6.675,3457.504,Inundation Boundary (09AUG2007 00 00 00 Value_0).tif
2005-08-08,6.69,7193.498,Inundation Boundary (08AUG2005 00 00 00 Value_0).tif
2002-09-09,6.7,2810.0,Inundation Boundary (09SEP2002 00 00 00 Value_0).tif
2005-09-20,6.71,3209.471,Inundation Boundary (20SEP2005 00 00 00 Value_0).tif
2011-08-30,6.71,3500.919,Inundation Boundary (30AUG2011 00 00 00 Value_0).tif
2006-09-04,6.73,1960.0,Inundation Boundary (04SEP2006 00 00 00 Value_0).tif
2006-08-17,6.74,2131.0,Inundation Boundary (17AUG2006 00 00 00 Value_0).tif
2006-08-21,6.75,1937.511,Inundation Boundary (21AUG2006 00 00 00 Value_0).tif
2011-09-04,6.765,2718.363,Inundation Boundary (04SEP2011 00 00 00 Value_0).tif
2011-09-09,6.825,8128.917,Inundation Boundary (09SEP2011 00 00 00 Value_0).tif
2012-08-26,6.84,2228.187,Inundation Boundary (26AUG2012 00 00 00 Value_0).tif
2003-09-14,6.865,2400.0,Inundation Boundary (14SEP2003 00 00 00 Value_0).tif
2012-08-10,6.925,1910.122,Inundation Boundary (10AUG2012 00 00 00 Value_0).tif
2003-09-10,6.955,9671.0,Inundation Boundary (10SEP2003 00 00 00 Value_0).tif
2006-07-24,6.96,2073.0,Inundation Boundary (24JUL2006 00 00 00 Value_0).tif
2001-08-19,6.985,3740.0,Inundation Boundary (19AUG2001 00 00 00 Value_0).tif
2001-07-22,7.01,3000.0,Inundation Boundary (22JUL2001 00 00 00 Value_0).tif
2003-09-04,7.03,5247.0,Inundation Boundary (04SEP2003 00 00 00 Value_0).tif
2011-08-12,7.045,3036.075,Inundation Boundary (12AUG2011 00 00 00 Value_0).tif
2010-09-07,7.07,1786.424,Inundation Boundary (07SEP2010 00 00 00 Value_0).tif
2004-08-19,7.07,3297.0,Inundation Boundary (19AUG2004 00 00 00 Value_0).tif
2001-07-18,7.09,2879.0,Inundation Boundary (18JUL2001 00 00 00 Value_0).tif
2003-09-08,7.15,4076.0,Inundation Boundary (08SEP2003 00 00 00 Value_0).tif
2011-09-12,7.18,7093.354,Inundation Boundary (12SEP2011 00 00 00 Value_0).tif
2001-08-17,7.19,3505.0,Inundation Boundary (17AUG2001 00 00 00 Value_0).tif
2004-08-23,7.24,12500.0,Inundation Boundary (23AUG2004 00 00 00 Value_0).tif
2009-07-25,7.27,1771.039,Inundation Boundary (25JUL2009 00 00 00 Value_0).tif
2012-08-12,7.27,9407.66,Inundation Boundary (12AUG2012 00 00 00 Value_0).tif
2003-09-03,7.33,3940.0,Inundation Boundary (03SEP2003 00 00 00 Value_0).tif
2012-07-29,7.35,2715.194,Inundation Boundary (29JUL2012 00 00 00 Value_0).tif
2012-08-15,7.38,3255.347,Inundation Boundary (15AUG2012 00 00 00 Value_0).tif
2003-09-02,7.39,4385.0,Inundation Boundary (02SEP2003 00 00 00 Value_0).tif
2004-08-18,7.39,4342.0,Inundation Boundary (18AUG2004 00 00 00 Value_0).tif
2004-08-27,7.42,2868.0,Inundation Boundary (27AUG2004 00 00 00 Value_0).tif
2003-09-20,7.43,3715.0,Inundation Boundary (20SEP2003 00 00 00 Value_0).tif
2005-07-10,7.45,3716.624,Inundation Boundary (10JUL2005 00 00 00 Value_0).tif
2006-08-19,7.45,8146.292,Inundation Boundary (19AUG2006 00 00 00 Value_0).tif
2011-07-26,7.46,3208.042,Inundation Boundary (26JUL2011 00 00 00 Value_0).tif
2005-07-14,7.465,3324.087,Inundation Boundary (14JUL2005 00 00 00 Value_0).tif
2003-09-05,7.475,7055.0,Inundation Boundary (05SEP2003 00 00 00 Value_0).tif
2010-09-06,7.5,4051.864,Inundation Boundary (06SEP2010 00 00 00 Value_0).tif
2002-09-07,7.55,5703.0,Inundation Boundary (07SEP2002 00 00 00 Value_0).tif
2004-08-17,7.6,4747.0,Inundation Boundary (17AUG2004 00 00 00 Value_0).tif
2005-08-02,7.635,10272.795,Inundation Boundary (02AUG2005 00 00 00 Value_0).tif
2002-08-31,7.68,5794.0,Inundation Boundary (31AUG2002 00 00 00 Value_0).tif
2008-08-04,7.7,2520.799,Inundation Boundary (04AUG2008 00 00 00 Value_0).tif
2012-08-14,7.79,4470.0,Inundation Boundary (14AUG2012 00 00 00 Value_0).tif
2011-08-11,7.79,4467.892,Inundation Boundary (11AUG2011 00 00 00 Value_0).tif
2011-08-10,7.82,5639.692,Inundation Boundary (10AUG2011 00 00 00 Value_0).tif
2002-09-08,7.84,3900.0,Inundation Boundary (08SEP2002 00 00 00 Value_0).tif
2011-09-14,7.85,3727.451,Inundation Boundary (14SEP2011 00 00 00 Value_0).tif
2006-09-08,7.85,3115.0,Inundation Boundary (08SEP2006 00 00 00 Value_0).tif
2005-08-05,7.865,3353.232,Inundation Boundary (05AUG2005 00 00 00 Value_0).tif
2005-08-11,7.865,3222.995,Inundation Boundary (11AUG2005 00 00 00 Value_0).tif
2003-07-28,7.92,12539.0,Inundation Boundary (28JUL2003 00 00 00 Value_0).tif
2002-08-22,7.935,3106.0,Inundation Boundary (22AUG2002 00 00 00 Value_0).tif
2008-08-03,7.99,5693.334,Inundation Boundary (03AUG2008 00 00 00 Value_0).tif
2002-09-01,8.035,2680.0,Inundation Boundary (01SEP2002 00 00 00 Value_0).tif
2003-09-19,8.05,4842.0,Inundation Boundary (19SEP2003 00 00 00 Value_0).tif
2003-09-13,8.08,3998.0,Inundation Boundary (13SEP2003 00 00 00 Value_0).tif
2005-08-23,8.16,7005.546,Inundation Boundary (23AUG2005 00 00 00 Value_0).tif
2012-08-22,8.16,8149.416,Inundation Boundary (22AUG2012 00 00 00 Value_0).tif
2001-07-17,8.19,4894.0,Inundation Boundary (17JUL2001 00 00 00 Value_0).tif
2005-09-17,8.225,10536.373,Inundation Boundary (17SEP2005 00 00 00 Value_0).tif
2005-07-09,8.275,4758.93,Inundation Boundary (09JUL2005 00 00 00 Value_0).tif
2005-08-26,8.425,3227.269,Inundation Boundary (26AUG2005 00 00 00 Value_0).tif
2006-09-03,8.43,3845.0,Inundation Boundary (03SEP2006 00 00 00 Value_0).tif
2003-09-06,8.455,7659.0,Inundation Boundary (06SEP2003 00 00 00 Value_0).tif
2005-09-19,8.53,3766.679,Inundation Boundary (19SEP2005 00 00 00 Value_0).tif
2011-09-13,8.56,5797.461,Inundation Boundary (13SEP2011 00 00 00 Value_0).tif
2003-09-07,8.64,4750.0,Inundation Boundary (07SEP2003 00 00 00 Value_0).tif
2005-08-24,8.65,8177.336,Inundation Boundary (24AUG2005 00 00 00 Value_0).tif
2011-07-24,8.66,9075.814,Inundation Boundary (24JUL2011 00 00 00 Value_0).tif
2005-08-04,8.685,5463.402,Inundation Boundary (04AUG2005 00 00 00 Value_0).tif
2003-09-18,8.75,5763.0,Inundation Boundary (18SEP2003 00 00 00 Value_0).tif
2006-09-07,8.76,5744.0,Inundation Boundary (07SEP2006 00 00 00 Value_0).tif
2005-08-09,8.905,8177.299,Inundation Boundary (09AUG2005 00 00 00 Value_0).tif
2009-09-13,9.01,3395.089,Inundation Boundary (13SEP2009 00 00 00 Value_0).tif
2003-09-12,9.05,5716.0,Inundation Boundary (12SEP2003 00 00 00 Value_0).tif
2005-08-25,9.07,6405.276,Inundation Boundary (25AUG2005 00 00 00 Value_0).tif
2011-09-11,9.07,4681.579,Inundation Boundary (11SEP2011 00 00 00 Value_0).tif
2011-09-10,9.105,8279.531,Inundation Boundary (10SEP2011 00 00 00 Value_0).tif
2004-08-26,9.3,4769.0,Inundation Boundary (26AUG2004 00 00 00 Value_0).tif
2005-08-10,9.33,5736.087,Inundation Boundary (10AUG2005 00 00 00 Value_0).tif
2011-07-25,9.5,5398.772,Inundation Boundary (25JUL2011 00 00 00 Value_0).tif
2012-08-23,9.5,3350.0,Inundation Boundary (23AUG2012 00 00 00 Value_0).tif
2005-07-06,9.67,14279.562,Inundation Boundary (06JUL2005 00 00 00 Value_0).tif
2007-07-10,9.8,2873.066,Inundation Boundary (10JUL2007 00 00 00 Value_0).tif
2012-08-09,9.91,4247.221,Inundation Boundary (09AUG2012 00 00 00 Value_0).tif
2003-09-11,9.965,7500.0,Inundation Boundary (11SEP2003 00 00 00 Value_0).tif
2012-09-07,10.0,3267.0,Inundation Boundary (07SEP2012 00 00 00 Value_0).tif
2005-07-08,10.12,6650.761,Inundation Boundary (08JUL2005 00 00 00 Value_0).tif
2006-08-20,10.13,3871.0,Inundation Boundary (20AUG2006 00 00 00 Value_0).tif
2012-08-13,10.16,5105.612,Inundation Boundary (13AUG2012 00 00 00 Value_0).tif
2005-08-03,10.21,6825.101,Inundation Boundary (03AUG2005 00 00 00 Value_0).tif
2005-09-18,10.38,6793.514,Inundation Boundary (18SEP2005 00 00 00 Value_0).tif
2012-08-07,10.46,16972.875,Inundation Boundary (07AUG2012 00 00 00 Value_0).tif
2009-07-24,10.64,4605.674,Inundation Boundary (24JUL2009 00 00 00 Value_0).tif
2003-07-29,10.7,3368.0,Inundation Boundary (29JUL2003 00 00 00 Value_0).tif
2003-09-17,10.75,7072.0,Inundation Boundary (17SEP2003 00 00 00 Value_0).tif
2004-08-25,11.01,8015.0,Inundation Boundary (25AUG2004 00 00 00 Value_0).tif
2002-08-21,11.2,5495.0,Inundation Boundary (21AUG2002 00 00 00 Value_0).tif
2004-08-24,11.31,11693.0,Inundation Boundary (24AUG2004 00 00 00 Value_0).tif
2006-08-15,11.855,13211.0,Inundation Boundary (15AUG2006 00 00 00 Value_0).tif
2006-08-16,11.9,3858.0,Inundation Boundary (16AUG2006 00 00 00 Value_0).tif
2005-07-07,12.0,9854.709,Inundation Boundary (07JUL2005 00 00 00 Value_0).tif
2002-08-20,12.2,11810.0,Inundation Boundary (20AUG2002 00 00 00 Value_0).tif
2006-09-02,12.69,6363.0,Inundation Boundary (02SEP2006 00 00 00 Value_0).tif
2012-08-08,13.55,9525.863,Inundation Boundary (08AUG2012 00 00 00 Value_0).tif
2009-09-12,13.63,7685.854,Inundation Boundary (12SEP2009 00 00 00 Value_0).tif
2009-09-11,14.89,17642.711,Inundation Boundary (11SEP2009 00 00 00 Value_0).tif
